lat_centroid,lon_centroid,cluster_index,place_name,google_place_id,place_address,place_category,place_type,place_lat,place_lon,distance_to_centroid
39.94113149114521,116.3471065697308,30,金柜,ChIJZ9zV0cpT8DURy_jQVMZ0NH8,"西直门外大街135号展览馆宾馆8楼, Xicheng Qu, Beijing Shi",restaurants,bar,39.9419,116.346338,107.68348003511352
39.94113149114521,116.3471065697308,30,金柜,ChIJZ9zV0cpT8DURy_jQVMZ0NH8,"西直门外大街135号展览馆宾馆8楼, Xicheng Qu, Beijing Shi",leisure,night_club,39.9419,116.346338,107.68348003511352
39.94113149114521,116.3471065697308,30,Tera Wellness Club,ChIJ62wJ7LRT8DURWbTtpb2ycQQ,"1 Xi Zhi Men Wai Da Jie, Xicheng Qu",sport,gym,39.941017,116.3527942,485.05941126809614
39.99496087429271,116.31830096557756,31,银梦西餐酒吧,ChIJG3yxhqVW8DURAOAkyT724D8,"X8W8+QH5, Haidian District",restaurants,bar,39.996877,116.316481,263.49933150226224
39.99496087429271,116.31830096557756,31,小蜜蜂恋歌房,ChIJBxdtOqlW8DURtiT4C2zGO0g,"成府路兰旗营161号, Haidian Qu, Beijing Shi",leisure,night_club,39.992599,116.319832,293.2316908339126
39.94839091055503,116.7987063221134,32,Zhuxiangge Tea House,ChIJJTNX1KoK8TURGZsqxvchrRI,"Xing Gong Xi Da Jie, Sanhe Shi, Langfang Shi",restaurants,cafe,39.9477475,116.7965716,195.5334496478478
39.94839091055503,116.7987063221134,32,Lieyan Entertainment Town,ChIJlXpU2FR18TURvhv8i_UJiAw,"Xing Gong Xi Da Jie, Sanhe Shi, Langfang Shi",leisure,night_club,39.94778830000001,116.7976796,110.22822987273392
39.94839091055503,116.7987063221134,32,燕鑫时代健身俱乐部,ChIJWZzp-lR18TURkXPIqay19-0,"WQXX+3JQ, Sanhe, Langfang",sport,gym,39.947705,116.799097,83.22386046243844
39.9391765637945,116.31595886649394,33,军乐食府,ChIJDWi8DIVR8DURnbgN5Nx9IKE,"Zizhu Bridge, Haidian District",restaurants,restaurant,39.938889,116.316667,68.31786964928142
39.9391765637945,116.31595886649394,33,金紫竹文化苑有限公司,ChIJtQ0liYVR8DURFGKS2poDBNM,"紫竹院路, Haidian Qu, Beijing Shi",leisure,night_club,39.939279,116.317047,93.46670902831517
39.9391765637945,116.31595886649394,33,Hosa Fitness,ChIJNxYS-o9R8DUR8XgyTcmG28g,"豪柏大厦, 50 Xi San Huan Bei Lu, Zi Zhu Qiao, Haidian Qu",sport,gym,39.9393968,116.3135094,210.26286699936148
39.93954886928156,116.31052858165044,34,一日千里歌城,ChIJ61vXepBR8DURjQM5KbGAZ-4,"昌运宫3号楼, Haidian Qu, Beijing Shi",restaurants,bar,39.939991,116.310757,52.87920628520948
39.93954886928156,116.31052858165044,34,一日千里歌城,ChIJ61vXepBR8DURjQM5KbGAZ-4,"昌运宫3号楼, Haidian Qu, Beijing Shi",leisure,night_club,39.939991,116.310757,52.87920628520948
39.93954886928156,116.31052858165044,34,Hosa Fitness,ChIJNxYS-o9R8DUR8XgyTcmG28g,"豪柏大厦, 50 Xi San Huan Bei Lu, Zi Zhu Qiao, Haidian Qu",sport,gym,39.9393968,116.3135094,254.6940885131565
39.93671581409328,116.32283218198408,35,星巴克,ChIJvV5tiCdS8DURk7ExqOqypF8,首体南路9号主语国际4号楼1楼东南角(地铁白石桥南站A口出20米即是),restaurants,cafe,39.9353179,116.3250407,244.16859881434323
39.93671581409328,116.32283218198408,35,紫竹院公园南门,ChIJQwf8r4dR8DURPlCDP4x9xzo,"紫竹院路, Haidian Qu, Beijing Shi",leisure,park,39.939522,116.322765,312.08664254276044
39.93671581409328,116.32283218198408,35,新世纪饭店健身中心,ChIJQbVNvidS8DURhq6xd7bBtbA,"2 Shou Du Ti Yu Guan Nan Lu, Haidian Qu",sport,gym,39.9353433,116.3265245,349.8508980567488
39.95088966155695,116.3286771550051,36,大鸭梨烤鸭店,ChIJsQF60nhR8DUR1reMXW9PaaI,"大慧寺路乙18号, Haidian Qu",restaurants,restaurant,39.9505349,116.3259761,233.59773866035204
39.95088966155695,116.3286771550051,36,气象学院体育场,ChIJDz5CotZT8DURKxWr5t29AqE,"X82H+8Q5, Haidian District",leisure,stadium,39.950766,116.32947,68.96810626869306
39.95088966155695,116.3286771550051,36,Siji Sunny Leisure Fitness Club,ChIJZcq55NBT8DURll4OFdDqjYQ,"19 Da Hui Si Lu, Bei Xia Guan, Haidian Qu",sport,gym,39.95229399999999,116.332883,391.0415276917544
40.00526817890027,116.30339001609713,37,Fuyuanmen,ChIJ3xYX7rhW8DURUokyLhIbouQ,"2833+575, Haidian District",restaurants,restaurant,40.00288299999999,116.303248,265.49586968939
40.00526817890027,116.30339001609713,37,石舫遗迹,ChIJbVIp2L1W8DURYya5Cl982vE,"2844+MX2, Haidian District",leisure,tourist_attraction,40.006635,116.30739,373.0536727158189
40.01150137893404,116.3015951252044,38,Yuanmingyuan Park,ChIJ09grWqdW8DURTB0kM62Vn_A,"Haidian District, Beijing",leisure,tourist_attraction,40.0080982,116.2982148,475.4822613499717
39.92250919048968,116.36013396375374,39,金百万烤鸭店西城店,ChIJ3bKvYFtS8DURDOs85qX9khI,"阜内大街290号, Xicheng Qu, Beijing Shi",restaurants,restaurant,39.923578,116.361879,190.4440701946766
